epoch,train_mse,val_mse,train_pll,val_pll
1,0.2289644055068493,0.24238911271095276,0.6499953866004944,0.6790152788162231
10,0.18205081298947334,0.20638586580753326,0.5547358989715576,0.6027470231056213
20,0.17561116963624954,0.19764266908168793,0.5295175313949585,0.583832859992981
30,0.16543278768658637,0.19727611541748047,0.5172089338302612,0.5812737345695496
40,0.16611520051956177,0.19315247237682343,0.510112464427948,0.5731576681137085
50,0.1652156300842762,0.19269859790802002,0.503804087638855,0.5718288421630859
60,0.16271311193704605,0.19076578319072723,0.49860507249832153,0.5671515464782715
70,0.16155813336372377,0.1886710524559021,0.49571722745895386,0.5604254603385925
80,0.15978723615407944,0.1868615597486496,0.4922926723957062,0.5567219853401184
90,0.159244554489851,0.1856742799282074,0.48999249935150146,0.5543684363365173
100,0.1580458827316761,0.1858728677034378,0.48910513520240784,0.5526562929153442
110,0.15588148683309555,0.18437011539936066,0.48849183320999146,0.5492717027664185
120,0.15913258716464043,0.18422801792621613,0.4876476526260376,0.5479240417480469
130,0.16141122654080392,0.1818840354681015,0.48681944608688354,0.5452539920806885
140,0.15828370675444603,0.18262937664985657,0.486124724149704,0.5445848703384399
150,0.1550409935414791,0.18234515190124512,0.4852800965309143,0.5442941188812256
160,0.15492654144763945,0.18064497411251068,0.48456627130508423,0.5411972403526306
170,0.1551834188401699,0.18214598298072815,0.48453500866889954,0.5451421737670898
180,0.15542620345950126,0.181175097823143,0.4838535487651825,0.5431334972381592
190,0.15539885833859443,0.18158085644245148,0.4833791255950928,0.5447472333908081
200,0.15427496507763863,0.18165796995162964,0.48264870047569275,0.5436601638793945
210,0.15413945615291597,0.18088959157466888,0.4819658100605011,0.5438364744186401
220,0.15488631278276443,0.18142424523830414,0.4814826250076294,0.5454449653625488
230,0.1529584139585495,0.1812192052602768,0.48030024766921997,0.5449047088623047
240,0.15239680483937262,0.1814335137605667,0.4794606566429138,0.5447162389755249
250,0.15348442047834396,0.18128426373004913,0.47853830456733704,0.5443894267082214
260,0.15327130481600762,0.18021082878112793,0.47763538360595703,0.542205810546875
270,0.15312907844781876,0.18119187653064728,0.4771011471748352,0.544075071811676
280,0.15320552587509156,0.1818961799144745,0.4762206971645355,0.5456224083900452
290,0.15239905789494515,0.18229873478412628,0.47573399543762207,0.5460498332977295
300,0.15163896083831788,0.18195882439613342,0.474800169467926,0.5452839136123657
310,0.15168551355600357,0.1818353235721588,0.47404542565345764,0.5457907319068909
320,0.15009777173399924,0.18175601959228516,0.47326138615608215,0.5455020070075989
330,0.15122426748275758,0.18134094774723053,0.47308439016342163,0.5481359958648682
340,0.15131252780556678,0.18264959752559662,0.4727195203304291,0.5491060614585876
350,0.1507124587893486,0.18198885023593903,0.4724551737308502,0.5484696626663208
360,0.15026903077960013,0.1812942773103714,0.47210800647735596,0.5472968816757202
370,0.15047212317585945,0.18200628459453583,0.47210484743118286,0.5475329160690308
380,0.15018574446439742,0.18254639208316803,0.47206103801727295,0.5479104518890381
390,0.15223681703209876,0.1818380206823349,0.4717259407043457,0.5494261980056763
400,0.15086066573858262,0.18222936987876892,0.4716140031814575,0.5490545034408569
410,0.15013175681233407,0.18211039900779724,0.47121307253837585,0.5487116575241089
420,0.14942128956317902,0.18274272978305817,0.471179723739624,0.5495079755783081
430,0.1497577577829361,0.18258711695671082,0.47113099694252014,0.5498096942901611
440,0.1505232684314251,0.182372584939003,0.4707670509815216,0.5483475923538208
450,0.15078622624278068,0.18220514059066772,0.4707919955253601,0.5484519600868225
460,0.15032291710376738,0.18196634948253632,0.470610111951828,0.5483664274215698
470,0.14875750318169595,0.18235957622528076,0.47079434990882874,0.548963189125061
480,0.1500852406024933,0.18139849603176117,0.470779150724411,0.5476158261299133
490,0.14978079497814178,0.18153347074985504,0.4707033038139343,0.5477650761604309
500,0.1506637863814831,0.18167613446712494,0.47045913338661194,0.5472225546836853
