epoch,train_mse,val_mse,train_nll,val_nll,theta_mean,sat_lo,sat_hi,sat_mid
1,101.98339214324952,43.4146842956543,0.5781750679016113,0.652500569820404,0.9997550845146179,0.4690931439399719,0.1568167805671692,0.3740900754928589
10,67.59827961921692,30.356996536254883,0.5477237105369568,0.6460995674133301,1.000066876411438,0.6890807747840881,0.14793336391448975,0.16298586130142212
20,42.352165055274966,27.046112060546875,0.5243504643440247,0.6333073973655701,1.002392053604126,0.7258481979370117,0.15854410827159882,0.11560769379138947
30,45.63955043554306,25.106603622436523,0.5123182535171509,0.6277989745140076,1.0066546201705933,0.714867353439331,0.1742134392261505,0.11091920733451843
40,56.96929796934128,23.728044509887695,0.49810996651649475,0.614617645740509,1.011997103691101,0.7086983323097229,0.1766810566186905,0.11462061107158661
50,51.13039206266403,24.347015380859375,0.49074193835258484,0.6133710145950317,1.017795443534851,0.6954965591430664,0.19086982309818268,0.11363361775875092
60,50.839563047885896,26.41809844970703,0.4862217605113983,0.6074561476707458,1.0244686603546143,0.6916717886924744,0.19814927875995636,0.11017893254756927
70,62.320793581008914,26.862730026245117,0.4821183383464813,0.6050649881362915,1.0314013957977295,0.6773596405982971,0.2139420062303543,0.10869835317134857
80,43.72236006259918,26.89173126220703,0.48217135667800903,0.605122983455658,1.0384337902069092,0.6637877821922302,0.22887106239795685,0.10734115540981293
90,49.13477532863617,22.429351806640625,0.4776572287082672,0.605492353439331,1.0460795164108276,0.6483651995658875,0.2438001185655594,0.10783468186855316
100,47.37627906799317,22.43212890625,0.47466835379600525,0.5937052369117737,1.053937554359436,0.6377544403076172,0.253423810005188,0.10882174968719482
110,51.761233711242674,21.767589569091797,0.47338953614234924,0.5939651131629944,1.0621453523635864,0.6255397796630859,0.27575570344924927,0.0987045168876648
120,47.20753526687622,24.85158920288086,0.47036466002464294,0.594049870967865,1.070712924003601,0.6120913028717041,0.2933991253376007,0.09450957179069519
130,38.265496373176575,22.602848052978516,0.46691298484802246,0.5866867899894714,1.0793421268463135,0.6061689853668213,0.3138803243637085,0.07995069026947021
140,34.25189628601074,21.958911895751953,0.4629228711128235,0.5820339918136597,1.0883104801177979,0.5956816673278809,0.33695247769355774,0.0673658549785614
150,45.066770792007446,23.554317474365234,0.4604181945323944,0.5803839564323425,1.0971832275390625,0.5886489748954773,0.3490437865257263,0.06230723857879639
160,40.060728931427,22.683391571044922,0.4579026997089386,0.5776253342628479,1.106329083442688,0.5775446891784668,0.36644044518470764,0.05601486563682556
170,41.963283729553225,22.11990737915039,0.45616915822029114,0.5780022144317627,1.1157243251800537,0.5660703182220459,0.3824799358844757,0.051449745893478394
180,44.664748191833496,21.339611053466797,0.4523470103740692,0.5817123651504517,1.1252580881118774,0.5527452230453491,0.39913633465766907,0.04811844229698181
190,44.53524608612061,22.21321678161621,0.44966989755630493,0.5749515295028687,1.1350080966949463,0.5373226404190063,0.40974706411361694,0.05293029546737671
200,49.813486862182614,23.35983657836914,0.44817668199539185,0.5748190879821777,1.1449388265609741,0.536582350730896,0.4117211401462555,0.05169650912284851
210,28.583183383941652,23.13361358642578,0.44794827699661255,0.5694000720977783,1.1551381349563599,0.5416409373283386,0.4039481580257416,0.0544109046459198
220,37.99168009757996,21.945476531982422,0.44680994749069214,0.5674875974655151,1.1649192571640015,0.5511412620544434,0.3979025185108185,0.05095621943473816
230,42.968191623687744,21.48447036743164,0.4462689459323883,0.5709232687950134,1.1747395992279053,0.5479333400726318,0.40246760845184326,0.0495990514755249
240,38.05119047164917,21.611120223999023,0.4449287950992584,0.5658259987831116,1.1844943761825562,0.5439851880073547,0.4069092869758606,0.04910552501678467
250,37.73926258087158,21.69347381591797,0.44418981671333313,0.5659874081611633,1.1942905187606812,0.5421344637870789,0.4083898663520813,0.049475669860839844
260,39.34712219238281,21.541643142700195,0.44399788975715637,0.5648901462554932,1.2039839029312134,0.5360888242721558,0.41357186436653137,0.050339311361312866
270,39.227164363861085,22.057470321655273,0.4433814287185669,0.5659340620040894,1.2136560678482056,0.5363355875015259,0.4132017195224762,0.050462692975997925
280,33.48492383956909,22.193706512451172,0.44272005558013916,0.5636591911315918,1.223358154296875,0.5337445735931396,0.4150524139404297,0.051203012466430664
290,44.73130540847778,21.93590545654297,0.44247153401374817,0.5648018717765808,1.233026146888733,0.5321406126022339,0.415669322013855,0.05219006538391113
300,41.803309535980226,22.073970794677734,0.4420182406902313,0.5622744560241699,1.2426420450210571,0.5337445735931396,0.4140653908252716,0.052190035581588745
310,43.95398864746094,22.41282844543457,0.4417094886302948,0.5641595125198364,1.252143383026123,0.530783474445343,0.4176434278488159,0.051573097705841064
320,38.79313840866089,22.09086036682129,0.44153329730033875,0.5633062720298767,1.2615761756896973,0.5252313017845154,0.4222084879875183,0.05256021022796631
330,41.297475051879886,22.713380813598633,0.44152823090553284,0.5645270943641663,1.2709165811538696,0.5284392237663269,0.4194941222667694,0.052066653966903687
340,43.82727670669556,22.55245018005371,0.4419116973876953,0.563205897808075,1.280224084854126,0.526465117931366,0.42109808325767517,0.05243679881095886
350,37.68295040130615,22.706077575683594,0.4413434565067291,0.5621755123138428,1.289355993270874,0.5267118811607361,0.42122146487236023,0.052066653966903687
360,40.60878763198853,22.141250610351562,0.44064557552337646,0.560477077960968,1.2984932661056519,0.5241208672523499,0.42603328824043274,0.04984584450721741
370,36.42732830047608,22.555208206176758,0.44089820981025696,0.5611260533332825,1.3075271844863892,0.52436763048172,0.42628005146980286,0.04935231804847717
380,39.25500154495239,22.390466690063477,0.44037821888923645,0.5602853894233704,1.3164077997207642,0.5230104923248291,0.4282541573047638,0.048735350370407104
390,37.893710422515866,22.383804321289062,0.4396573603153229,0.5592299699783325,1.325413703918457,0.5211597681045532,0.4297347068786621,0.04910552501678467
400,39.290671825408936,21.827817916870117,0.4392959773540497,0.5614619851112366,1.334262490272522,0.5191856622695923,0.4328192472457886,0.04799509048461914
410,39.180827617645264,22.70285415649414,0.4391959607601166,0.5599386692047119,1.3431215286254883,0.5180752277374268,0.4347933232784271,0.04713144898414612
420,36.96144733428955,22.249038696289062,0.43907853960990906,0.5602636337280273,1.3519128561019897,0.5209130048751831,0.4318321943283081,0.04725480079650879
430,32.92534961700439,22.188459396362305,0.4386061429977417,0.5621341466903687,1.3606806993484497,0.5191856622695923,0.4363972842693329,0.04441705346107483
440,37.70258741378784,22.312191009521484,0.43811455368995667,0.5625812411308289,1.3694225549697876,0.5212831497192383,0.43590375781059265,0.04281309247016907
450,35.631043910980225,23.050186157226562,0.4378678500652313,0.5643494129180908,1.3781102895736694,0.5220234394073486,0.43590375781059265,0.042072802782058716
460,37.20475025177002,23.407323837280273,0.43764346837997437,0.5645750761032104,1.3867565393447876,0.5232572555541992,0.43528684973716736,0.04145589470863342
470,33.503928089141844,23.551759719848633,0.4374557435512543,0.5679225921630859,1.395397424697876,0.5238741636276245,0.4354102313518524,0.04071560502052307
480,36.166553020477295,23.418258666992188,0.437730073928833,0.566332995891571,1.4039990901947021,0.5222702026367188,0.4363972842693329,0.041332513093948364
490,37.42493391036987,23.556621551513672,0.43799903988838196,0.5663921236991882,1.4123328924179077,0.5236274003982544,0.4354102313518524,0.04096236824989319
500,39.34178190231323,23.740758895874023,0.4385297894477844,0.5672044157981873,1.4205971956253052,0.5233806371688843,0.4367673993110657,0.03985196352005005
